filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_linuxdriversnetwirelessathath9khtc_drv_txrx.c_get_hw_qnum.c,15,15,9,9,9,9,9,9,479,479,479,479
extr_linuxdriversstagingrts5208rtsx_chip.c_check_sd_current_prior.c,23,23,17,17,18,18,7,7,0,0,0,0
extr_linuxdriversmediapcicobaltcobalt-alsa-pcm.c_snd_cobalt_pcm_trigger.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_The-Art-Of-Programming-By-Julyebookcodec10.1.3：教你一步一步用c语言实现sift算法、下.c_getPixelBI.c,27,27,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000
extr_linuxdriversinputmousesentelic.c_fsp_test_swap_cmd.c,37,37,12,12,13,13,12,12,v,v,v,v
extr_kphp-kdbhintshints-data.c_init_hints_data.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversmediadvb-frontendsdib7000m.c_dib7000m_read_snr.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxfscifssmb1ops.c_cifs_compare_fids.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelesstiwlcoremain.c_wl1271_op_get_survey.c,16,16,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_DS_CONTROL_REG_CONSTLENGTH.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolslibtraceeventevent-parse.h_tep_get_cpus.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_LOAD_STATE4_1_EXT_SRC_ADDR.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_linuxdriverscryptoqatqat_c3xxxvfadf_c3xxxvf_hw_data.c_get_accel_mask.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_BLIT_CNTL_BUF.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_obs-studiolibobsaudio-monitoringosx....media-iovideo-io.h_format_is_yuv.c,43,43,5,5,5,5,5,5,0,0,0,0
extr_reactosmodulesrostestswinetestsmsvfw32msvfw.c_get_stride.c,11,11,8,8,8,8,8,8,8132,8132,8132,8132
extr_linuxsoundpcibt87x.c_snd_bt87x_capture_volume_info.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_FFmpeglibavcodecmpegaudiodecheader.h_ff_mpa_check_header.c,12,12,23,23,23,23,23,23,-1,-1,-1,-1
extr_linuxdriversisdngigasetser-gigaset.c_gigaset_set_line_ctrl.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_reactosdllwin32winhttpnet.c_netconn_query_data_available.c,13,13,7,7,8,8,7,7,479,479,479,479
extr_FFmpeglibavfilteraf_anequalizer.c_hz_2_rad.c,11,11,9,9,9,9,9,9,-0.000000,-0.000000,-0.000000,-0.000000
extr_darwin-xnubsdnetif_vlan.c_vlan_parent_flags_link_event_required.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmmccoremmc_test.c_mmc_test_rnd_num.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_SC_WINDOW_SCISSOR_BR_X.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversspispi-omap2-mcspi.c_mcspi_bytes_per_word.c,11,11,11,11,11,11,11,11,4,4,4,4
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libhkscs2001.h_hkscs2001_wctomb.c,58,58,51,51,48,48,48,48,0,0,0,0
extr_linuxdriverspowersupplyda9030_battery.c_da9030_reg_to_mV.c,8,8,7,7,8,8,7,7,5289,5289,5289,5289
extr_reactosdllwin32ole32storage32.c_TransactedSharedImpl_UnlockTransaction.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversmediausbem28xxem28xx-video.c_em28xx_vbi_supported.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_label12_ator.c,12,12,6,6,6,6,6,6,0,0,0,0
extr_The-Art-Of-Programming-By-Julyebookcodec1.2：字符串是否包含问题.c_partion1.c,32,32,28,28,24,24,26,26,255,255,255,255
extr_linuxdriversnetwirelessquantennaqtnfmaccommands.c_qtnf_cmd_resp_reg_rule_flags_parse.c,63,63,62,62,62,62,62,62,0,0,0,0
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c,23,64,16,32,13,35,16,32,6,6,6,6
extr_reactosdllwin32vbscriptglobal.c_hex_char.c,12,12,8,8,8,8,8,8,310,310,310,310
extr_linuxnetvmw_vsockvirtio_transport_common.c_virtio_transport_dgram_bind.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_obs-studiolibobsutilutf8.c_wchar_forbidden.c,9,9,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmnouveaunvkmsubdevbiosboost.c_nvbios_boostSe.c,18,18,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmamddisplaydccoredc_hw_sequencer.c_is_ycbcr601_type.c,11,11,10,10,10,10,10,10,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_TEX_SAMP_0_ANISO.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxfsnfsdnfs4state.c_nfsd4_check_cb_sec.c,13,13,11,11,11,11,11,11,0,0,0,0
extr_linuxfsnfsdnfs4xdr.c_attributes_need_mount.c,16,16,10,10,11,11,10,10,1,1,1,1
extr_linuxdriversfirmwareefilibstubefi-stub-helper.c_mmap_has_headroom.c,18,18,13,13,13,13,17,17,1,1,1,1
extr_linuxdriversvideofbdevatafb.c_hxx_prescale.c,12,12,7,7,8,8,7,7,16,16,16,16
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_SET_RENDER_MODE_6_ADDR_1_LO.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_COMPUTE_CHECKPOINT_6_ADDR_1_HI.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_radare2librcryptopcrypto_rc6.c_rc6_get_key_size.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_obs-studiopluginslinux-pulseaudiopulse-input.c_samples_to_ns.c,11,11,8,8,8,8,12,12,0,0,0,0
extr_linuxfshfsplusunicode.c_hfsplus_try_decompose_hangul.c,17,17,9,9,9,9,9,9,0,0,0,0
extr_linuxnetcephceph_fs.c_ceph_flags_to_mode.c,18,18,11,11,12,12,11,11,0,0,0,0
extr_linuxnetdccpccidsccid2.h_ccid2_cwnd_network_limited.c,12,12,8,8,8,8,8,8,1,1,1,1
extr_linuxdriversscsibnx2ibnx2i_hwi.c_bnx2i_power_of2.c,16,16,8,8,8,8,8,8,0,0,0,0
extr_darwin-xnulibsyscallwrapperslibproclibproc.c_proc_libversion.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxsoundsocintelatomsstsst_drv_interface.c_sst_get_sfreq.c,23,23,13,13,13,13,13,13,0,0,0,0
extr_linuxarchx86kvmvmx.c_handle_external_interrupt.c,10,10,6,6,6,6,6,6,1,1,1,1
extr_mpvaudiooutao_sdl.c_ceil_power_of_two.c,14,66,10,42,9,41,10,42,256,256,256,256
extr_linuxdriversnetethernetchelsiocxgb4t4_hw.c_t4_eeprom_ptov.c,17,17,8,8,9,9,8,8,31999,31999,31999,31999
extr_linuxdrivershwmonmax1668.c_max1668_attribute_mode.c,44,44,30,30,30,30,30,30,0,0,0,0
extr_linuxdriversgpudrmradeonni_dpm.c_ni_scale_power_for_smc.c,9,9,6,6,6,6,6,6,260100,260100,260100,260100
extr_linuxdriversnetethernetmellanoxmlxswspectrum.c_mlxsw_sp_port_get_sset_count.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_reactossdklib3rdpartylibsampleratesrc_sinc.c_int_to_fp.c,8,8,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_STENCILREFMASK_STENCILWRITEMASK.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverscryptoamcccrypto4xx_core.c_get_next_gd.c,13,13,8,8,8,8,8,8,256,256,256,256
extr_linuxdriversmediausbdvb-usbdw2102.c_dw210x_i2c_func.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxsounddriversvxvx_mixer.c_vx_vu_meter_info.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_darknetsrcnetwork.c_network_width.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_nginx-rtmp-modulengx_rtmp_log_module.c_ngx_rtmp_log_var_session_readable_time_getlen.c,9,9,6,6,6,6,6,6,13,13,13,13
extr_linuxdriversnetethernetchelsiocxgb3cxgb3_main.c_cxgb_fix_features.c,15,15,11,11,11,11,11,11,255,255,255,255
extr_linuxdriversnetethernetcaviumliquidiolio_main.c_liquidio_ptp_enable.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_WINDOW_OFFSET_X.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversstagingrtl8192ur8192U_core.c___floatsidf.c,6,6,5,5,5,5,5,5,255.000000,255.000000,255.000000,255.000000
extr_emscriptentestsfreetypesrcsfntsfobjs.c_sfnt_find_encoding.c,26,149,13,63,14,76,9,9,0,0,0,0
extr_reactosdllwin32urlmonuri.c_is_num.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacrate.h_cck_phy2mac_rate.c,9,9,10,10,8,8,10,10,51,51,51,51
extr_linuxdriversnetphymarvell.c_fiber_lpa_to_ethtool_lpa_t.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_reactosdllwin32urlmongopher.c_GopherProtocol_end_request.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_radare2librasmarchz80z80_tab.h_z80_ed_branch_index_res.c,64,64,35,35,35,35,35,35,59,59,59,59
extr_linuxsoundsocintelskylakeskl-ssp-clk.c_skl_get_vbus_id.c,22,22,13,13,13,13,13,13,0,0,0,0
extr_linuxtoolsperfui..utilcpumap.h_cpu_map__id_to_cpu.c,7,7,5,5,5,5,5,5,255,255,255,255
extr_FFmpeglibavcodecmips..put_bits.h_put_bits_count.c,13,13,9,9,9,9,9,9,1761,1761,1761,1761
extr_linuxfsocfs2dir.c_ocfs2_dx_root_inline.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversmfdmax8907.c_max8907_rtc_is_precious_reg.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnupexperti386pe_init.c_PE_i_can_has_debugger.c,11,11,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetethernetqlogicqedqed_sriov.h_qed_iov_get_next_active_vf.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_kittykittyline.c___len__.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_php-srcextstandardhtml.c_php_utf32_utf8.c,27,27,16,16,17,17,16,16,2,2,2,2
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_42.c,22,22,14,14,15,15,14,14,11,11,11,11
extr_reactossdktoolsrgenstatrgenstat.c_is_eol_char.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversusbdwc2gadget.c_get_ep_limit.c,29,29,14,14,14,14,14,14,0,0,0,0
extr_darwin-xnubsdvfskpi_vfs.c_vnode_isdir.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverscryptoqatqat_c62xadf_c62x_hw_data.c_get_accel_mask.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_reactosdll3rdpartylibtifftif_open.c_TIFFCurrentTile.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RBBM_CLOCK_HYST_TP.c,8,8,5,5,5,5,5,5,267,267,267,267
extr_linuxdriversscsifnicvnic_wq.h_fnic_wq_desc_avail.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_libuvsrcunixlinux-syscalls.c_uv__inotify_rm_watch.c,9,9,7,7,7,7,7,7,-1,-1,-1,-1
extr_wcdbrepairsqliterk_btree.c_sqliterkBtreeIsSystemType.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversusbdwc2hcd.h_dwc2_frame_num_le.c,15,15,11,11,11,11,11,11,1,1,1,1
extr_linuxsoundsoccodecstscs42xx.c_sample_rate_to_pll_freq_out.c,46,46,15,15,25,25,15,15,0,0,0,0
extr_linuxdriversiiolightlm3533-als.c_lm3533_als_get_threshold_reg.c,17,17,9,9,9,9,9,9,510,510,510,510
extr_linuxsoundcoreosspcm_oss.c_get_hw_ptr_period.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdrivershwmonw83627hf.c_pwm_freq_to_reg.c,19,19,17,17,16,16,17,17,130,130,130,130
extr_linuxarchpowerpckerneltraps.c___parse_fpscr.c,32,32,15,15,15,15,15,15,0,0,0,0
extr_linuxfseventpoll.c_ep_op_has_event.c,10,10,7,7,7,7,7,7,1,1,1,1
extr_linuxfscifscifs_unicode.c_convert_sfu_char.c,15,15,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversmediadvb-frontendsmt352.c_mt352_get_tune_settings.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_obs-studiolibobsobs-output.c_has_higher_opposing_ts.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxarcharmplat-samsungpm-gpio.c_is_out.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversstagingcomedidriverspcmuio.c_pcmuio_subdevice_to_asic.c,10,10,9,9,8,8,9,9,239,239,239,239
extr_opensslcryptoLPdir_nyi.c_OPENSSL_DIR_end.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversdmaipuipu_idmac.c_ipu_channel_conf_mask.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversiommutegra-smmu.c_smmu_pde_to_dma.c,7,7,6,6,6,6,6,6,1044480,1044480,1044480,1044480
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A2XX_CP_SET_PSEUDO_REG__0_PSEUDO_REG.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetnetronomenfpflower..nfp_net_ctrl.h_nfp_net_has_mbox.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_radare2libranalp....asmarchriscvriscv.h_riscv_insn_length.c,23,23,22,22,19,19,22,22,2,2,2,2
extr_ijkplayerijkmediaijkplayerff_ffplay.c_stream_has_enough_packets.c,20,20,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversnetethernetalacritechslicoss.c_slic_is_fiber.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverstargettarget_core_spc.c_spc_modesense_informational_exceptions.c,15,15,6,6,6,6,6,6,12,12,12,12
extr_linuxfsbad_inode.c_bad_inode_link.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetcaviumthunderthunder_bgx.c_bgx_init_acpi_phy.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxarchalphakerneltime.c_rtc_ce_set_next_event.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_28nm_PHY_PLL_SDM_CFG2_FREQ_SEED_7_0.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxfsocfs2dlmfsdlmfs.c_dlmfs_decode_open_flags.c,23,23,16,16,16,16,16,16,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RB_MRT_BUF_INFO.c,7,7,6,6,6,6,6,6,9632,9632,9632,9632
extr_linuxnetxfrmxfrm_user.c_verify_policy_type.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_linuxfsbad_inode.c_bad_inode_create.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetviavia-velocity.c_velocity_get_opt_media_mode.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxsoundusbproc.c_get_high_speed_hz.c,8,8,7,7,7,7,7,7,31,31,31,31
extr_reactoswin32ssprintingbasespoolsvforms.c__RpcSetForm.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_obs-studiolibobsobs-hotkey.c_obs_hotkey_binding_get_hotkey_id.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversnetwirelessathcarl9170tx.c_carl9170_tx_cts_check.c,22,22,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversgpudrmnouveaunvkmenginedispcoregv100.c_gv100_disp_core_user.c,9,9,6,6,6,6,6,6,6815744,6815744,6815744,6815744
extr_linuxdriversgpudrmdrm_plane_helper.c_drm_primary_helper_disable.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversedacie31200_edac.c_eccerrlog_row.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x04_uclass.h_host1x_uclass_wait_syncpt_base_offset_f.c,8,8,5,5,5,5,5,5,255,255,255,255
extr_linuxdriversfsifsi-core.c_fsi_slave_calc_addr.c,27,27,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversnetethernetintelixgbeixgbe_ethtool.c_ixgbe_flowspec_to_flow_type.c,19,19,11,11,11,11,11,11,0,0,0,0
extr_linuxdrivershwmonlm93.c_LM93_TEMP_FROM_REG.c,7,7,5,5,5,5,5,5,255000,255000,255000,255000
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SC_WINDOW_SCISSOR_TL_X.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_FFmpeglibavcodecjpeg2000.h_ff_jpeg2000_ceildiv.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_linuxsoundfirewirefireworks..amdtp-stream.h_cip_sfc_is_base_44100.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversmddm.c_get_num_discard_bios.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_HW_VERSION_MAJOR.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_FORMAT_DST_CHROMA_SAMP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_raspberry-pi-osexerciseslesson022evopensrcprintf.c_a2d.c,17,17,17,17,17,17,17,17,-1,-1,-1,-1
extr_linuxsoundpcivia82xx.c_snd_via8233_dxs_volume_info.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_kphp-kdbtargtarg-engine.c_convert_mode.c,17,17,12,12,11,11,12,12,2,2,2,2
extr_linuxarcharmprobesdecode.h_it_advance.c,15,15,9,9,9,9,9,9,255,255,255,255
extr_linuxnetnetfilternf_tables_api.c_nf_tables_alloc_handle.c,9,9,7,7,7,7,7,7,480,480,480,480
extr_libgit2srcsignature.c_is_crud.c,58,58,30,30,30,30,30,30,0,0,0,0
extr_stbstb_vorbis.c_ilog.c,21,21,15,15,17,17,16,16,8,8,8,8
extr_linuxdriversstagingrtl8712rtl8712_recv.c_query_rx_pwr_percentage.c,12,12,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x06_uclass.h_host1x_uclass_incr_syncpt_base_offset_f.c,8,8,6,6,6,6,6,6,255,255,255,255
extr_darwin-xnulibkernkxldkxld_copyright.c_is_space.c,18,18,13,13,9,9,13,13,0,0,0,0
extr_linuxfsfusedir.c_invalid_nodeid.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_CTRL_REG1_CONSTFOOTPRINT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_tx_beacon_err_hdl.c,20,20,10,10,10,10,10,10,0,0,0,0
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3IntFloatCompare.c,21,21,14,14,13,13,14,14,-1,-1,-1,-1
extr_linuxsoundpciac97ac97_codec.c_printable.c,17,17,12,12,12,12,12,12,63,63,63,63
extr_reactosdllcplintldate.c_isDateCompAl.c,16,16,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VFD_DECODE_STEP_RATE.c,8,8,6,6,6,6,6,6,59017,59017,59017,59017
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_EXEC_CS_1_NGROUPS_X.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundpcirme9652hdsp.c_snd_hdsp_control_spdif_stream_info.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversregulatorcpcap-regulator.c_cpcap_map_mode.c,17,17,12,12,12,12,12,12,0,0,0,0
extr_rufussrcbledxz_dec_bcj.c_bcj_x86_test_msbyte.c,15,15,10,10,10,10,10,10,1,1,1,1
extr_linuxsoundpciemu10k1timer.c_snd_emu10k1_timer_precise_resolution.c,12,12,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversiiotemperaturemlx90614.c_mlx90614_wakeup.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_row_byte_gbk2.c,7,7,5,5,5,5,5,5,384,384,384,384
extr_linuxdriversttyserialrp2.c_rp2_uart_verify_port.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversmtdnandrawsm_common.c_oob_sm_small_ooblayout_ecc.c,14,14,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversmediadvb-frontendslgs8gxx.c_lgs8gxx_get_tune_settings.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversstagingwilc1000host_interface.c_wilc_get_vif_idx.c,8,8,6,6,6,6,6,6,480,480,480,480
extr_linuxdriverspcihost-bridge.c_region_contains.c,16,16,8,8,8,8,8,8,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_soffset_decode.c,18,18,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversi2cbussesi2c-qcom-geni.c_geni_i2c_func.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_accept_vex.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversideide-acpi.c_ide_port_acpi.c,16,16,10,10,10,10,10,10,1,1,1,1
extr_linuxdriversdmadma-axi-dmac.c_axi_dmac_check_addr.c,14,14,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c,39,3573,23,1789,21,1787,23,1789,0,0,0,0
extr_linuxnetnetfilternft_quota.c_nft_quota_invert.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxfsjffs2compr_rubin.c_pushedbits.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_masscansrcranges.c_r_rand.c,14,14,9,9,9,9,9,9,1602,1602,1602,1602
extr_linuxdriversmediausbgspcase401.c_sd_isoc_init.c,9,9,6,6,6,6,6,6,229,229,229,229
extr_linuxnetxdpxsk_queue.c_xskq_rxtx_get_ring_size.c,9,9,6,6,6,6,6,6,1920,1920,1920,1920
extr_linuxdriversnetethernetamdamd8111e.c_amd8111e_get_regs_len.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetethernetamdxgbexgbe-platform.c_xgbe_acpi_support.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxtoolsperfbuiltin-kmem.c_fragmentation.c,29,29,24,24,24,24,24,24,0.000000,0.000000,0.000000,0.000000
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_VS_CONFIG_NSAMP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdbwatchcatutils.c_searchy_phrases_length.c,16,18,12,12,10,12,12,12,1,1,1,1
extr_opensslcryptoo_time.c_date_to_julian.c,67,67,51,51,38,38,51,51,1822182,1822182,1822182,1822182
extr_reactosdllwin32comctl32tooltips.c_TOOLTIPS_SetMaxTipWidth.c,13,13,6,6,6,6,6,6,479,479,479,479
extr_linuxsoundsoccodecscs35l35.c_cs35l35_volatile_register.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetdsab53b53_priv.h_is5301x.c,37,37,20,20,20,20,20,20,0,0,0,0
extr_linuxdriversdmadmatest.c_gen_inv_idx.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_BLIT_2_SRC_X2.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversbaseregmapregmap.c__regmap_register_page.c,15,15,9,9,9,9,9,9,0,0,0,0
extr_gitbuiltinreceive-pack.c_should_process_cmd.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversmtdnandrawhisi504_nand.c_hisi_ooblayout_ecc.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversmediai2cadv748xadv748x-afe.c_adv748x_afe_enum_mbus_code.c,15,15,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversinfinibandcoremad.c_is_snooping_recvs.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_libgit2srcodb.c_git_odb_object_size.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_darwin-xnubsdnetkpi_interface.c_ifnet_set_mtu.c,13,13,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CS_CNTL_0_UNK1.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxarchx86kvmioapic.c_ioapic_in_range.c,15,15,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversusbrenesas_usbhspipe.c_usbhs_pipe_get_maxpacket.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxarcharm64kvmguest.c_kvm_arch_vcpu_ioctl_get_sregs.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_MRT_BLEND_CONTROL_RGB_DEST_FACTOR.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_mimikatzmodulessqlite3_omit.c_sqlite3_last_insert_rowid.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_masscansrcmain-conf.c_hexval.c,20,20,17,17,17,17,17,17,255,255,255,255
extr_linuxdriversfpgasocfpga-a10.c_socfpga_a10_fpga_get_cd_ratio.c,20,20,14,14,15,15,14,14,0,0,0,0
extr_linuxnetipv4tcp.c_retrans_to_secs.c,31,4337,18,1536,15,1788,50,1421,65025,65025,65025,65025
extr_linuxdriversmtdubifastmap-wl.c_ubi_is_erase_work.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundsocqcomqdsp6q6asm.c_q6asm_get_session_id.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxsecurityintegrityimaima_policy.c_ima_appraise_flag.c,12,12,7,7,8,8,7,7,0,0,0,0
extr_linuxdriversmediaplatformrcar_jpu.c_get_byte.c,13,13,8,8,8,8,8,8,-1,-1,-1,-1
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VFD_CONTROL_0_STRMFETCHINSTRCNT.c,9,9,8,8,8,8,8,8,0,0,0,0
